OrderID,OrderDate,CustomerID,Age,Gender,AnnualIncome,CustomerSegment,City,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,DiscountPercent,TotalPrice,PaymentType,DeviceType,OrderStatus,CampaignID,CampaignName,Channel,TotalSpend,Country,ReviewSentiment,ProductRating
O100043,2024-04-25,C1821,50,Female,241340,Loyal,Hyderabad,103,Yoga Mat,Sports,Fitness,2,822.67,5,1563.07,UPI,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Negative,2.0
O100044,2023-03-01,C1135,54,Female,220979,Premium,Delhi,109,Water Bottle,Sports,Accessories,1,597.35,0,597.35,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O100045,2023-08-06,C2161,32,Male,216891,Standard,Kolkata,110,Backpack,Apparel,Bags,1,895.95,0,895.95,UPI,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O100046,2023-03-16,C1435,20,Male,82381,Budget,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,1054.15,0,1054.15,NetBanking,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O100047,2023-05-27,C1810,33,Male,212240,Premium,Mumbai,102,Smartphone Case,Electronics,Accessories,1,1355.78,0,1355.78,NetBanking,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O100048,2023-06-08,C1292,21,Male,207896,Loyal,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,2,909.34,0,1818.68,UPI,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,4.0
O100049,2023-02-10,C1285,20,Male,170887,Budget,Hyderabad,105,Coffee Maker,Home & Kitchen,Appliances,1,1223.12,0,1223.12,Debit Card,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O100050,2024-11-29,C2149,24,Female,33344,Budget,Mumbai,109,Water Bottle,Sports,Accessories,1,1113.08,0,1113.08,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O100051,2023-10-26,C1538,47,Female,117192,Standard,Chennai,110,Backpack,Apparel,Bags,3,949.94,0,2849.82,Wallet,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100052,2024-07-15,C1877,40,Female,222364,Budget,Pune,111,T-shirt,Apparel,Clothing,1,826.32,0,826.32,Wallet,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,Negative,2.0
O100053,2024-03-26,C1817,42,Male,25207,Standard,Chennai,103,Yoga Mat,Sports,Fitness,1,1465.17,0,1465.17,UPI,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Negative,1.0
O100054,2023-07-02,C1449,36,Male,46533,Budget,Delhi,103,Yoga Mat,Sports,Fitness,1,779.75,0,779.75,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O100055,2024-05-24,C2043,55,Male,117826,Premium,Kolkata,111,T-shirt,Apparel,Clothing,1,1222.08,10,1099.87,NetBanking,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O100056,2023-01-19,C1186,19,Male,132928,Budget,Hyderabad,108,Desk Lamp,Home & Kitchen,Lighting,1,647.69,0,647.69,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O100057,2023-02-13,C1224,38,Female,47535,Budget,Kolkata,102,Smartphone Case,Electronics,Accessories,1,1523.36,0,1523.36,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Negative,1.0
O100058,2023-01-10,C1327,57,Male,189104,Standard,Chennai,101,Wireless Earbuds,Electronics,Audio,1,1802.32,0,1802.32,NetBanking,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O100059,2023-03-20,C1130,50,Female,147826,Standard,Chennai,102,Smartphone Case,Electronics,Accessories,1,1709.68,0,1709.68,NetBanking,Mobile,Returned,CAM01,Spring Sale,Email,5000,India,,
O100060,2023-04-09,C1781,22,Male,236993,Standard,Hyderabad,104,Running Shoes,Apparel,Footwear,1,684.74,15,582.03,Wallet,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O100061,2023-03-05,C1958,52,Male,118356,Budget,Mumbai,110,Backpack,Apparel,Bags,1,860.19,0,860.19,Wallet,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O100062,2023-12-19,C1514,39,Female,68024,Standard,Mumbai,109,Water Bottle,Sports,Accessories,1,815.85,0,815.85,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O100063,2023-03-30,C1023,38,Male,21475,Budget,Kolkata,107,Gaming Mouse,Electronics,Accessories,1,1644.32,0,1644.32,Credit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O100064,2023-03-07,C2099,30,Female,38769,Budget,Kolkata,111,T-shirt,Apparel,Clothing,1,460.83,0,460.83,UPI,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O100065,2023-06-06,C1696,32,Female,72813,Standard,Kolkata,108,Desk Lamp,Home & Kitchen,Lighting,1,449.05,0,449.05,Credit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O100066,2023-01-31,C1601,41,Female,55002,Premium,Bengaluru,109,Water Bottle,Sports,Accessories,1,1087.3,15,924.2,NetBanking,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100067,2023-11-21,C1323,41,Male,113560,Loyal,Delhi,102,Smartphone Case,Electronics,Accessories,1,502.4,0,502.4,NetBanking,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O100068,2023-01-16,C1006,44,Male,106270,Premium,Pune,102,Smartphone Case,Electronics,Accessories,1,1710.79,0,1710.79,UPI,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O100069,2025-05-16,C2025,26,Male,143156,Standard,Mumbai,103,Yoga Mat,Sports,Fitness,1,803.02,5,762.87,Debit Card,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O100070,2023-10-23,C2039,28,Female,171189,Standard,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,864.74,0,864.74,Credit Card,Tablet,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100071,2023-02-14,C1611,36,Male,111496,Premium,Kolkata,107,Gaming Mouse,Electronics,Accessories,1,2153.75,0,2153.75,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Neutral,3.0
O100072,2023-01-02,C1407,27,Female,148180,Budget,Chennai,107,Gaming Mouse,Electronics,Accessories,1,1683.1,5,1598.94,Debit Card,Mobile,Returned,CAM03,Search Ads,PPC,20000,India,,
O100073,2023-12-04,C1765,28,Female,228702,Premium,Hyderabad,101,Wireless Earbuds,Electronics,Audio,1,2305.27,0,2305.27,Debit Card,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O100074,2023-09-03,C2104,59,Male,196553,Budget,Delhi,102,Smartphone Case,Electronics,Accessories,1,1357.44,0,1357.44,Wallet,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,,
O100075,2023-09-19,C1001,24,Male,185923,Standard,Chennai,109,Water Bottle,Sports,Accessories,1,1386.14,20,1108.91,Wallet,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100076,2023-10-23,C1663,43,Male,128694,Budget,Pune,108,Desk Lamp,Home & Kitchen,Lighting,2,723.92,0,1447.84,NetBanking,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Negative,2.0
O100077,2023-01-16,C1039,27,Male,168817,Budget,Delhi,101,Wireless Earbuds,Electronics,Audio,1,1767.61,10,1590.85,Credit Card,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O100078,2023-03-30,C1743,43,Male,71361,Standard,Hyderabad,112,Blender,Home & Kitchen,Appliances,1,846.39,10,761.75,UPI,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Positive,5.0
O100079,2023-01-25,C1490,41,Female,220993,Premium,Bengaluru,106,"LED Monitor 24""",Electronics,Monitors,1,2157.56,0,2157.56,Credit Card,Tablet,Delivered,CAM03,Search Ads,PPC,20000,India,Neutral,3.0
O100080,2024-02-02,C1493,40,Male,115326,Budget,Chennai,111,T-shirt,Apparel,Clothing,1,1436.81,5,1364.97,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,,
O100081,2023-07-15,C1161,33,Female,79610,Standard,Chennai,103,Yoga Mat,Sports,Fitness,1,564.9,5,536.66,Credit Card,Mobile,Cancelled,CAM02,Influencer Push,Social,12000,India,,
O100082,2023-03-22,C1995,50,Male,113557,Budget,Bengaluru,106,"LED Monitor 24""",Electronics,Monitors,1,1025.3,0,1025.3,Credit Card,Desktop,Returned,CAM04,Partner Promo,Affiliate,8000,India,,
O100083,2023-01-14,C2090,59,Male,231877,Premium,Hyderabad,107,Gaming Mouse,Electronics,Accessories,2,1757.62,20,2812.19,Debit Card,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O100084,2023-03-16,C1262,25,Female,28285,Premium,Hyderabad,111,T-shirt,Apparel,Clothing,1,1018.63,20,814.9,NetBanking,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O100085,2023-03-20,C2125,36,Female,70107,Standard,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,1,1808.33,0,1808.33,Debit Card,Desktop,Returned,CAM02,Influencer Push,Social,12000,India,,
O100086,2023-09-19,C1542,42,Male,25846,Standard,Kolkata,104,Running Shoes,Apparel,Footwear,2,136.61,0,273.22,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100087,2023-07-22,C1866,59,Female,27076,Standard,Mumbai,103,Yoga Mat,Sports,Fitness,1,897.34,5,852.47,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O100088,2024-03-12,C2104,59,Male,196553,Budget,Delhi,108,Desk Lamp,Home & Kitchen,Lighting,1,226.23,0,226.23,Debit Card,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O100089,2023-05-08,C1638,19,Female,106891,Standard,Pune,108,Desk Lamp,Home & Kitchen,Lighting,1,967.89,20,774.31,NetBanking,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O100090,2023-01-26,C1764,53,Male,81433,Budget,Kolkata,111,T-shirt,Apparel,Clothing,1,1403.78,5,1333.59,NetBanking,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O100091,2023-09-07,C2059,48,Male,19722,Standard,Chennai,108,Desk Lamp,Home & Kitchen,Lighting,1,174.01,0,174.01,NetBanking,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100092,2023-10-14,C1247,52,Other,132517,Premium,Delhi,111,T-shirt,Apparel,Clothing,2,611.28,0,1222.56,Debit Card,Desktop,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,4.0
O100093,2023-06-14,C1460,34,Female,35601,Premium,Hyderabad,102,Smartphone Case,Electronics,Accessories,2,1523.5,10,2742.3,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Neutral,3.0
O100094,2023-10-22,C1692,19,Male,203347,Loyal,Pune,106,"LED Monitor 24""",Electronics,Monitors,2,2139.54,5,4065.13,Credit Card,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O100095,2023-05-17,C2134,49,Female,159954,Standard,Hyderabad,111,T-shirt,Apparel,Clothing,1,881.18,0,881.18,Debit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Neutral,3.0
O100096,2023-05-28,C1451,59,Male,137402,Premium,Kolkata,103,Yoga Mat,Sports,Fitness,1,974.97,0,974.97,Credit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O100097,2023-04-22,C1145,28,Female,198276,Budget,Kolkata,104,Running Shoes,Apparel,Footwear,1,499.78,0,499.78,Credit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,4.0
O100098,2023-01-06,C1468,57,Female,215107,Premium,Delhi,110,Backpack,Apparel,Bags,1,1273.77,0,1273.77,Credit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100099,2023-01-23,C1064,25,Female,180640,Standard,Kolkata,105,Coffee Maker,Home & Kitchen,Appliances,1,714.14,0,714.14,UPI,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Positive,5.0
O100100,2023-01-07,C1145,28,Female,198276,Budget,Kolkata,109,Water Bottle,Sports,Accessories,1,410.91,0,410.91,Wallet,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100101,2023-07-22,C1487,35,Female,113375,Premium,Hyderabad,109,Water Bottle,Sports,Accessories,2,192.04,15,326.47,UPI,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Neutral,3.0
O100102,2023-03-17,C1994,31,Male,37394,Premium,Pune,103,Yoga Mat,Sports,Fitness,1,1518.8,0,1518.8,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O100103,2023-05-23,C2104,59,Male,196553,Budget,Delhi,102,Smartphone Case,Electronics,Accessories,1,2112.14,5,2006.53,Debit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,Negative,2.0
O100104,2024-04-21,C2169,43,Male,41797,Standard,Kolkata,104,Running Shoes,Apparel,Footwear,1,692.2,0,692.2,Wallet,Mobile,Delivered,CAM01,Spring Sale,Email,5000,India,Positive,5.0
O100105,2023-02-27,C1968,54,Male,210157,Standard,Pune,111,T-shirt,Apparel,Clothing,1,827.66,5,786.28,Debit Card,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,,
O100106,2023-04-16,C1968,54,Male,210157,Standard,Pune,110,Backpack,Apparel,Bags,1,373.73,5,355.04,NetBanking,Tablet,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O100107,2023-10-09,C1389,31,Female,79591,Budget,Chennai,107,Gaming Mouse,Electronics,Accessories,2,826.51,0,1653.02,Credit Card,Desktop,Delivered,CAM04,Partner Promo,Affiliate,8000,India,Neutral,3.0
O100108,2023-02-21,C1198,32,Male,45177,Loyal,Hyderabad,108,Desk Lamp,Home & Kitchen,Lighting,1,1363.95,0,1363.95,NetBanking,Mobile,Returned,CAM01,Spring Sale,Email,5000,India,,
O100109,2023-01-17,C1725,22,Male,177357,Standard,Kolkata,112,Blender,Home & Kitchen,Appliances,1,813.43,0,813.43,NetBanking,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O100110,2023-03-10,C1841,39,Female,173729,Budget,Pune,109,Water Bottle,Sports,Accessories,1,1238.45,5,1176.53,NetBanking,Mobile,Delivered,CAM02,Influencer Push,Social,12000,India,,
O100111,2023-02-05,C1110,45,Female,157326,Standard,Hyderabad,106,"LED Monitor 24""",Electronics,Monitors,1,1578.73,0,1578.73,Credit Card,Mobile,Delivered,CAM04,Partner Promo,Affiliate,8000,India,,
O100112,2024-06-14,C1124,57,Male,199332,Premium,Chennai,104,Running Shoes,Apparel,Footwear,1,678.6,10,610.74,NetBanking,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Negative,2.0
O100113,2023-11-27,C1694,37,Female,195119,Standard,Bengaluru,111,T-shirt,Apparel,Clothing,1,1597.74,5,1517.85,Credit Card,Desktop,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100114,2023-07-20,C1509,38,Male,247022,Loyal,Hyderabad,112,Blender,Home & Kitchen,Appliances,1,91.84,10,82.66,Debit Card,Desktop,Delivered,CAM05,Content Marketing,Organic,2000,India,,
O100115,2024-02-15,C1389,31,Female,79591,Budget,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,721.39,0,721.39,Wallet,Mobile,Delivered,CAM05,Content Marketing,Organic,2000,India,Neutral,3.0
O100116,2023-11-22,C1918,32,Female,187026,Standard,Hyderabad,109,Water Bottle,Sports,Accessories,1,1049.05,0,1049.05,Debit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,,
O100117,2023-02-11,C1864,46,Female,157251,Premium,Mumbai,104,Running Shoes,Apparel,Footwear,1,1060.89,0,1060.89,Debit Card,Desktop,Returned,CAM04,Partner Promo,Affiliate,8000,India,,
O100118,2024-03-22,C1570,47,Male,211604,Budget,Chennai,105,Coffee Maker,Home & Kitchen,Appliances,1,464.66,0,464.66,NetBanking,Desktop,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,5.0
O100119,2023-06-05,C1511,27,Male,181129,Standard,Mumbai,105,Coffee Maker,Home & Kitchen,Appliances,1,314.94,0,314.94,Credit Card,Desktop,Delivered,CAM02,Influencer Push,Social,12000,India,Positive,5.0
O100120,2023-11-26,C1907,18,Female,120509,Budget,Pune,106,"LED Monitor 24""",Electronics,Monitors,2,843.7,0,1687.4,Wallet,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100121,2024-03-28,C1200,30,Male,143022,Budget,Hyderabad,102,Smartphone Case,Electronics,Accessories,1,1672.35,0,1672.35,Credit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,Positive,4.0
O100122,2023-03-18,C2107,19,Female,192408,Budget,Bengaluru,109,Water Bottle,Sports,Accessories,1,1589.56,0,1589.56,Credit Card,Mobile,Returned,CAM02,Influencer Push,Social,12000,India,,
O100123,2023-01-24,C1191,41,Female,70006,Standard,Bengaluru,107,Gaming Mouse,Electronics,Accessories,1,1244.44,0,1244.44,Debit Card,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,,
O100124,2023-02-21,C1340,20,Male,86947,Loyal,Pune,108,Desk Lamp,Home & Kitchen,Lighting,1,879.6,20,703.68,NetBanking,Desktop,Cancelled,CAM05,Content Marketing,Organic,2000,India,,
O100125,2023-04-22,C1994,31,Male,37394,Premium,Pune,101,Wireless Earbuds,Electronics,Audio,1,1301.39,0,1301.39,NetBanking,Mobile,Delivered,CAM06,Refer a Friend,Referral,1500,India,Positive,4.0
O100126,2023-12-07,C1437,55,Female,31766,Budget,Bengaluru,101,Wireless Earbuds,Electronics,Audio,1,1476.98,5,1403.13,NetBanking,Mobile,Delivered,CAM03,Search Ads,PPC,20000,India,,
